Timestamp,Floor_point,Re-ID
2020-04-10 00:01:25.400000,"[144.0, 454.0]",15
2020-04-10 00:01:26.066667,"[353.0, -13.0]",2
2020-04-10 00:01:26.066667,"[181.0, 487.0]",15
2020-04-10 00:01:26.733333,"[197.0, 508.0]",15
2020-04-10 00:01:27.400000,"[8.0, 417.0]",5
2020-04-10 00:01:27.400000,"[175.0, 482.0]",15
2020-04-10 00:01:28.066667,"[190.0, 500.0]",15
2020-04-10 00:01:28.733333,"[65.0, 411.0]",5
2020-04-10 00:01:28.733333,"[197.0, 481.0]",15
2020-04-10 00:01:28.733333,"[155.0, 570.0]",5
2020-04-10 00:01:29.400000,"[182.0, 491.0]",9
2020-04-10 00:01:29.400000,"[152.0, 570.0]",5
2020-04-10 00:01:30.066667,"[121.0, 416.0]",9
2020-04-10 00:01:30.733333,"[140.0, 581.0]",5
2020-04-10 00:01:30.733333,"[172.0, 473.0]",9
2020-04-10 00:01:30.733333,"[180.0, 538.0]",9
2020-04-10 00:01:30.733333,"[392.0, 358.0]",5
2020-04-10 00:01:31.400000,"[417.0, 347.0]",5
2020-04-10 00:01:31.400000,"[191.0, 505.0]",5
2020-04-10 00:01:31.400000,"[152.0, 570.0]",5
2020-04-10 00:01:34.066667,"[305.0, 438.0]",5
2020-04-10 00:01:34.733333,"[328.0, 9.0]",2
2020-04-10 00:01:34.733333,"[335.0, -2.0]",2
2020-04-10 00:01:35.400000,"[451.0, 302.0]",12
2020-04-10 00:01:36.066667,"[443.0, 323.0]",12
2020-04-10 00:01:36.733333,"[424.0, 336.0]",5
2020-04-10 00:01:38.066667,"[426.0, 336.0]",5
2020-04-10 00:01:38.733333,"[435.0, 324.0]",7
2020-04-10 00:01:38.733333,"[377.0, 374.0]",5
2020-04-10 00:01:39.400000,"[412.0, 344.0]",7
2020-04-10 00:01:39.400000,"[320.0, 423.0]",5
2020-04-10 00:01:40.066667,"[386.0, 368.0]",7
2020-04-10 00:01:40.066667,"[298.0, 447.0]",5
2020-04-10 00:01:41.400000,"[171.0, 554.0]",5
2020-04-10 00:01:41.400000,"[124.0, 467.0]",14
2020-04-10 00:01:42.066667,"[162.0, 564.0]",5
2020-04-10 00:01:42.066667,"[127.0, 433.0]",14
2020-04-10 00:01:42.733333,"[133.0, 391.0]",14
2020-04-10 00:01:43.400000,"[150.0, 388.0]",14
2020-04-10 00:01:44.066667,"[156.0, 391.0]",14
2020-04-10 00:01:44.733333,"[129.0, 399.0]",14
2020-04-10 00:01:45.400000,"[120.0, 395.0]",14
2020-04-10 00:01:46.066667,"[116.0, 391.0]",14
2020-04-10 00:01:46.733333,"[123.0, 398.0]",14
2020-04-10 00:01:47.400000,"[124.0, 398.0]",14
2020-04-10 00:01:48.066667,"[124.0, 398.0]",14
2020-04-10 00:01:48.733333,"[439.0, 326.0]",5
2020-04-10 00:01:48.733333,"[128.0, 399.0]",14
2020-04-10 00:01:49.400000,"[393.0, 364.0]",5
2020-04-10 00:01:49.400000,"[125.0, 398.0]",14
2020-04-10 00:01:50.066667,"[126.0, 397.0]",14
2020-04-10 00:01:50.733333,"[129.0, 399.0]",14
2020-04-10 00:01:51.400000,"[127.0, 400.0]",14
2020-04-10 00:01:52.066667,"[131.0, 399.0]",14
2020-04-10 00:01:52.733333,"[261.0, 186.0]",2
2020-04-10 00:01:52.733333,"[300.0, 21.0]",2
2020-04-10 00:01:52.733333,"[122.0, 396.0]",14
2020-04-10 00:01:53.400000,"[303.0, 31.0]",2
2020-04-10 00:01:53.400000,"[281.0, 191.0]",2
2020-04-10 00:01:53.400000,"[122.0, 395.0]",14
2020-04-10 00:01:54.066667,"[121.0, 396.0]",14
2020-04-10 00:01:54.733333,"[314.0, 64.0]",2
2020-04-10 00:01:54.733333,"[120.0, 395.0]",14
2020-04-10 00:01:55.400000,"[309.0, 185.0]",4
2020-04-10 00:01:55.400000,"[319.0, 69.0]",2
2020-04-10 00:01:55.400000,"[120.0, 394.0]",14
2020-04-10 00:01:56.066667,"[328.0, 184.0]",4
2020-04-10 00:01:56.066667,"[324.0, 78.0]",4
2020-04-10 00:01:56.066667,"[119.0, 394.0]",14
2020-04-10 00:01:56.733333,"[344.0, 178.0]",4
2020-04-10 00:01:56.733333,"[319.0, 69.0]",4
2020-04-10 00:01:56.733333,"[119.0, 394.0]",14
2020-04-10 00:01:57.400000,"[345.0, 177.0]",4
2020-04-10 00:01:57.400000,"[319.0, 71.0]",4
2020-04-10 00:01:57.400000,"[119.0, 394.0]",14
2020-04-10 00:01:58.066667,"[312.0, 53.0]",4
2020-04-10 00:01:58.066667,"[350.0, 175.0]",4
2020-04-10 00:01:58.066667,"[119.0, 394.0]",14
2020-04-10 00:01:58.733333,"[316.0, 64.0]",4
2020-04-10 00:01:58.733333,"[378.0, 174.0]",4
2020-04-10 00:01:58.733333,"[120.0, 394.0]",14
2020-04-10 00:01:59.400000,"[318.0, 70.0]",4
2020-04-10 00:01:59.400000,"[425.0, 236.0]",4
2020-04-10 00:01:59.400000,"[119.0, 394.0]",14
2020-04-10 00:02:00.066667,"[318.0, 70.0]",4
2020-04-10 00:02:00.066667,"[441.0, 257.0]",4
2020-04-10 00:02:00.066667,"[119.0, 393.0]",14
2020-04-10 00:02:00.733333,"[317.0, 71.0]",4
2020-04-10 00:02:00.733333,"[452.0, 298.0]",4
2020-04-10 00:02:00.733333,"[119.0, 394.0]",14
2020-04-10 00:02:01.400000,"[452.0, 310.0]",4
2020-04-10 00:02:01.400000,"[322.0, 77.0]",2
2020-04-10 00:02:01.400000,"[120.0, 395.0]",14
2020-04-10 00:02:02.066667,"[324.0, 70.0]",2
2020-04-10 00:02:02.066667,"[442.0, 322.0]",4
2020-04-10 00:02:02.066667,"[120.0, 395.0]",14
2020-04-10 00:02:02.733333,"[328.0, 67.0]",4
2020-04-10 00:02:02.733333,"[424.0, 334.0]",4
2020-04-10 00:02:02.733333,"[122.0, 395.0]",14
2020-04-10 00:02:03.400000,"[382.0, 372.0]",4
2020-04-10 00:02:03.400000,"[337.0, 77.0]",2
2020-04-10 00:02:03.400000,"[121.0, 395.0]",14
2020-04-10 00:02:04.066667,"[363.0, 389.0]",4
2020-04-10 00:02:04.066667,"[338.0, 80.0]",2
